4.0821,3.2388,2.8116,3.8164,3.9821,5.9127,7.5618,8.7395,9.2348,10.469,10.871,10.049,10.724,11.714,11.815,11.131,10.918,11.225,11.485,10.731,10.597,11.201,11.951,12.839,11.889,11.006,10.341,10.266,10.389,10.678,10.375,10.674,10.458,10.928,10.707,11.026,10.606,11.057,11.654,12.18,11.412,10.753,10.523,10.121,9.8747,9.9127,10.014,10.216,10.585,11.483,11.542,10.381,11.125,10.707,12.609,12.548,12.878,13.61,14.659,14.614,15.476,15.532,15.569,14.034,14.314,14.11,13.96,12.905,13.037,13.199,12.504,13.026,12.006,12.2,10.906,11.826,14.127,15.8,16.151,16.343,17.882,19.665,20.253,20.078,20.261,19.666,19.143,18.244,17.53,16.591,14.823,14.797,13.426,11.775,10.259,10.408,10.904,11.49,11.157,11.309,11.581,11.667,11.151,10.615,10.331,10.679,10.844,11.326,11.574,12.026,12.784,14.077,13.824,13.976,13.237,12.618,12.607,13.093,13.014,13.138,12.584,12.707,12.349,12.192,12.235,12.414,12.805,12.964,13.927,13.146,12.818,11.908,13.045,13.614,13.87
8.7234,8.8716,8.4882,8.4786,6.7235,4.9841,3.6151,3.2502,3.2388,5.0956,6.3284,7.4234,8.5289,9.8091,10.372,10.275,10.305,11.125,11.461,11.336,10.9,11.718,11.96,12.722,11.997,10.801,10.426,10.873,11.014,11.116,10.596,10.569,10.566,10.834,10.786,11.163,10.794,11.137,11.624,11.956,11.575,10.838,10.83,10.492,10.103,10.039,10.083,10.384,10.568,11.287,11.794,10.786,11.782,11.317,12.804,13.031,13.321,13.886,14.646,14.863,16.182,15.8,15.963,14.191,13.974,13.685,13.494,12.496,12.473,12.581,12.18,12.817,11.774,12.247,11.175,12.346,14.342,16.251,16.368,16.493,17.894,19.479,20.041,19.943,19.965,19.379,18.812,17.806,17.29,16.384,14.745,14.442,13.124,11.628,10.578,11.089,11.078,11.398,11.235,11.215,11.484,11.81,10.945,11.044,10.749,10.861,10.88,11.215,11.725,12.414,13.252,14.192,13.688,13.616,12.787,11.879,11.844,12.411,12.605,12.946,12.46,12.464,11.956,12.341,12.562,12.815,13.142,13.35,14.048,13.227,12.832,11.954,12.859,13.096,12.956
10.167,10.864,11.266,11.848,10.414,9.4257,9.5827,9.4279,7.8685,6.77,5.4182,2.7843,2.9517,3.3739,4.7024,5.6526,6.7532,7.9418,9.0122,9.7111,9.339,10.873,11.404,11.802,11.343,10.193,9.8008,10.208,10.413,10.556,9.6924,9.6778,9.5877,9.9178,9.8153,10.186,10.13,10.6,11.151,11.37,11.077,10.24,9.93,9.5307,9.5743,9.5048,9.2063,9.9254,9.8462,9.889,10.343,9.4789,10.348,10.047,11.775,12.223,12.324,12.684,13.713,13.679,15.064,14.852,15.357,13.859,13.055,12.802,12.316,11.456,11.666,11.991,11.991,12.586,11.369,11.162,10.236,11.236,13.199,15.227,15.433,15.396,16.811,18.195,18.697,18.917,19.063,18.418,18.078,17.268,16.65,15.749,13.954,13.555,12.318,10.868,9.865,10.083,10.375,10.8,10.751,10.903,10.933,11.349,10.556,10.551,10.71,10.975,11.014,11.086,11.351,11.981,12.679,13.365,12.981,12.981,11.948,11.306,10.847,11.234,11.52,11.979,11.846,12.197,12.149,12.085,12.169,12.312,12.669,12.959,13.782,12.922,12.046,11.348,11.894,12.298,12.431
10.396,10.92,11.386,11.766,10.815,10.494,11.314,11.789,10.857,10.773,10.143,8.1315,8.271,7.1037,6.1908,4.5835,3.0895,2.615,3.2408,4.6227,5.1967,7.313,8.1511,8.8672,9.5457,8.7286,8.7525,9.3782,9.9155,10.126,9.3161,8.9032,8.7389,8.8419,9.2384,9.7717,10.121,10.515,11.282,11.77,11.546,11.155,10.866,10.661,10.365,10.072,9.6418,9.9048,10.011,10.144,9.9383,8.9479,9.7691,9.4169,9.9991,10.41,10.571,11.038,11.986,11.845,12.57,12.471,12.731,11.499,11.085,11.16,10.652,10.036,10.759,10.887,11.13,11.351,10.389,10.296,9.795,10.857,11.919,13.672,13.885,13.712,14.714,16.025,16.373,16.395,16.594,15.908,15.613,14.968,14.308,13.49,12.231,11.842,11.471,10.336,9.5493,9.9244,10.545,11.062,10.958,11.256,11.532,11.915,11.329,10.788,10.798,10.939,10.843,11.112,10.992,10.868,11.169,11.672,11.538,11.597,11.259,11.326,10.811,10.739,10.513,10.769,10.36,10.727,11.207,11.026,10.737,10.68,10.907,12.024,13.007,12.222,11.377,10.835,11.357,11.287,11.747
11.14,11.577,11.826,12.132,11.514,11.41,12.16,12.339,11.894,11.984,11.787,10.903,11.139,10.696,10.582,9.81,8.2831,7.855,6.916,6.0895,3.6789,3.434,3.289,3.3184,5.2271,5.5861,6.6374,7.8977,8.7787,9.3495,8.9243,8.5757,8.6625,9.4869,9.9358,10.48,10.621,10.89,11.5,11.722,11.724,11.499,11.253,11.321,10.991,10.675,10.364,10.827,11.08,10.844,11.039,10.125,10.812,10.054,9.841,10.045,10.239,10.623,11.09,11.389,12.166,11.721,11.992,10.75,10.296,10.661,10.307,10.015,10.64,10.501,10.77,10.765,9.9773,10.084,10.055,11.171,11.558,13.155,13.371,13.37,14.059,15.41,15.86,15.695,15.796,15.096,14.752,14.129,13.815,13.019,12.09,11.631,11.852,10.968,10.871,11.533,11.64,12.082,11.771,11.763,12.028,12.258,11.503,11.339,11.057,10.936,10.841,11.167,10.681,10.657,11.066,11.542,11.432,11.594,11.482,11.974,11.624,11.282,11.568,11.72,11.272,11.489,11.908,11.759,10.941,10.426,10.735,11.798,12.415,11.688,11.186,11.041,11.498,11.275,11.665
9.9494,10.329,10.725,11.24,10.576,10.713,11.216,11.448,10.845,11.052,10.966,10.039,10.031,10.234,10.72,10.23,9.5623,9.5175,9.3034,8.6968,7.5047,8.2889,8.5853,8.3572,6.7829,4.1071,3.0017,2.7864,3.0967,4.333,4.9955,5.7033,6.4322,7.5702,7.9915,8.6566,8.7667,9.5362,10.407,10.692,10.471,9.9505,9.4647,9.5086,9.3322,9.3776,9.0525,9.8706,10.022,9.99,10.554,9.6289,10.06,9.3425,10.57,10.711,10.838,11.279,12.265,12.55,13.846,13.498,13.652,12.255,11.976,11.855,11.494,10.8,11.002,11.079,10.87,11.145,10.205,10.167,9.2009,10.292,11.985,13.787,14.168,14.362,15.674,17.156,17.732,17.735,17.906,17.261,16.861,16.05,15.636,14.787,13.387,13.064,12.156,10.778,10.185,10.501,10.707,11.243,10.881,10.749,10.963,11.002,10.373,10.25,10.029,10.384,10.574,10.82,11.031,11.458,11.98,12.741,12.491,12.635,11.792,11.612,11.3,11.539,11.8,11.909,11.651,12.189,12.215,12.007,11.894,11.744,11.997,12.418,12.915,12.028,11.387,10.932,11.618,12.026,12.4
9.9625,10.566,10.884,11.534,10.674,10.49,10.979,11.417,10.74,11.129,10.824,9.6464,9.8096,9.6951,9.9486,9.4487,9.0708,9.1081,9.1974,9.0538,8.3089,9.1506,9.6755,9.8866,9.6516,7.6981,6.8926,6.6805,6.3814,5.9812,4.0716,2.794,2.3927,2.9966,3.8797,5.1519,6.0241,6.9811,8.1713,8.8498,9.1736,9.3209,9.3054,9.3763,9.5707,9.5715,9.2057,9.9494,10.04,10.023,10.362,9.1896,9.6156,8.7692,9.6715,9.9466,10.202,10.692,11.691,11.619,12.723,12.52,12.76,11.462,11.272,11.197,10.67,10.019,10.499,10.438,10.305,10.672,9.4507,9.3512,8.7253,9.6244,11.037,12.916,13.288,13.428,14.682,16.073,16.671,16.645,16.857,16.236,15.781,15.004,14.471,13.868,12.411,12.047,11.676,10.438,9.8412,10.278,10.892,11.311,11.022,11.196,11.431,11.411,10.588,10.345,10.12,10.032,10.222,10.464,10.412,10.8,11.253,11.982,11.702,11.718,11.325,11.298,10.911,10.938,10.892,11.116,10.524,11.053,11.32,11.149,11.392,11.46,11.563,12.287,12.91,12.007,11.159,10.656,11.25,11.186,11.797
10.386,11.103,11.442,12.338,11.344,11.174,11.554,11.712,11.526,11.698,11.1,10.383,10.652,10.745,11.347,10.904,10.522,10.705,10.989,10.754,10.304,11.033,11.378,11.708,11.313,9.8897,9.3206,9.4918,9.5587,9.9135,8.4724,7.5643,6.7923,6.5639,5.4437,4.8353,2.4138,2.5051,3.1536,4.1853,5.5045,7.1346,7.8096,8.2937,8.8482,9.3498,9.1075,10.249,10.815,11.027,11.58,10.36,10.926,10.206,11.304,11.568,11.906,12.319,13.424,13.264,14.248,13.895,14.472,13.154,12.51,12.294,11.86,11.015,11.296,11.333,10.849,11.136,9.9942,9.7717,9.4647,10.168,11.993,14.051,14.445,14.562,15.899,17.407,18.034,17.855,17.957,17.435,16.857,16.109,15.625,15.126,13.397,13.214,12.708,11.43,10.613,11.034,11.606,12.035,11.818,12.135,12.26,11.855,11.163,10.968,10.984,10.624,10.989,11.239,11.096,11.534,12.293,13.175,12.881,13.014,12.644,12.417,12.085,12.301,12.448,12.967,12.221,12.581,12.225,11.872,11.649,11.904,12.221,12.378,13.139,12.333,11.708,11.239,11.853,12.223,12.848
9.814,10.29,10.737,11.389,10.299,10.427,11.088,11.388,10.978,10.733,10.247,9.4806,9.6614,10.382,11.1,10.845,10.529,10.759,11.339,11.161,10.693,11.438,11.779,12.132,10.949,9.832,9.2852,9.4594,9.6658,10.158,9.5079,9.3665,8.9267,9.395,8.7424,8.5209,7.3104,7.4319,7.5028,6.7729,4.9115,2.8457,2.537,3.1924,4.463,5.7643,5.9647,7.6149,8.1756,9.1889,9.8444,8.7881,9.8869,9.6334,11.776,12.102,12.34,12.843,14.008,13.964,15.251,14.991,15.407,13.936,13.303,12.96,12.568,11.665,11.688,12.124,11.595,12.102,11.006,10.935,9.7988,10.578,12.916,14.888,15.306,15.41,17.05,18.614,19.216,19.209,19.418,18.744,18.302,17.522,17.006,16.161,14.381,14.249,12.896,11.268,10.111,10.361,10.446,11.119,11.002,11.183,11.314,11.27,10.723,10.536,10.592,10.834,10.872,11.101,11.361,11.782,12.698,13.637,13.329,13.577,12.548,11.981,11.852,12.33,12.584,13.192,12.721,12.987,12.504,12.163,11.856,12.058,12.574,12.509,13.382,12.545,12.006,11.305,12.084,12.97,13.329
9.9761,10.445,10.725,11.255,10.092,9.837,10.783,11.585,10.738,10.566,10.349,9.3195,9.4651,9.9423,10.256,9.9439,9.7254,9.8504,10.191,10.51,9.8249,10.767,11.262,11.669,10.858,9.8815,9.3953,9.5466,9.7068,9.9093,9.6534,9.744,9.5239,9.7314,9.8547,10.135,9.8124,9.9272,10.389,10.553,9.6473,8.4626,7.549,6.4427,4.8528,3.7431,2.7365,2.8133,2.9076,4.7155,5.752,5.6956,7.1627,7.7147,10.269,10.728,11.181,11.955,13.178,13.268,14.804,14.586,14.948,13.419,13.033,12.731,12.439,11.552,11.976,12.074,11.706,12.104,10.936,10.952,9.5993,10.607,12.823,14.629,14.843,15.039,16.626,18.359,18.871,18.917,19.089,18.411,18.062,17.31,16.622,15.675,14.09,13.791,12.359,10.772,9.7088,9.727,10.271,10.937,10.628,10.751,10.97,11.292,10.741,10.515,10.49,10.904,11.042,11.426,11.543,12.086,12.819,13.645,13.223,13.32,12.413,11.602,11.208,11.382,11.592,12.228,11.885,12.294,12.008,11.768,11.665,12.186,12.447,12.709,13.764,12.848,12.184,11.462,12.177,12.749,13.185
