0,11.037,11.646,11.631,11.735,11.847,12.202,12.451,12.313,12.509,12.774,12.927,13.071,12.943,13.197,12.848,12.016,12.258,11.958,11.515,11.229,10.992,11.471,11.568,12.634,11.992,12.214,12.558,12.889,12.831,12.408,12.161,11.702,12.133,12.408,13.313,13.013,12.845,13.072,13.32,13.342,13.563,13.571,13.67,13.696,13.688,13.506,13.792,14.016,13.453,13.615,12.873,13.592,12.551,11.509,11.549,11.881,12.304,12.574,13.273,13.567,12.841,13.013,11.835,11.798,12.111,11.782,11.597,11.96,11.821,12.165,12.553,11.541,11.656,12.627,13.514,13.91,15.213,15.95,16.621,16.859,17.917,18.515,18.173,18.293,17.864,17.616,16.983,16.438,15.7,14.559,14.414,15.249,14.527,13.307,13.761,14.205,14.702,14.173,14.227,14.164,13.853,13.33,13.098,13.172,12.731,12.615,13.135,12.741,12.49,12.509,12.917,12.321,12.238,12.739,13.771,13.352,13.36,13.341,13.141,12.482,12.788,13.628,13.281,12.811,12.328,12.314,13.123,13.332,12.841,12.563,12.449,13.251,12.522,12.438,13.285
11.847,7.7486,7.0831,5.7746,4.3693,0,4.2938,6.7048,7.2952,8.8919,9.7092,9.1544,9.9841,10.811,11.005,10.629,10.23,10.544,10.931,10.66,10.266,10.906,11.624,12.539,11.824,10.697,10.328,10.576,10.873,10.659,10.349,10.315,10.24,10.399,10.641,11.108,10.869,10.75,11.164,11.334,11.103,10.878,10.934,10.686,10.085,9.8779,10.026,9.9842,10.383,11.099,11.497,10.788,11.517,11.115,11.885,11.819,11.983,13.127,14.29,14.049,14.922,15.046,15.2,13.459,13.28,12.974,13.026,12.097,12.331,12.065,11.831,12.288,11.214,11.571,11.281,12.285,16.039,17.908,18.89,19.678,21.102,22.431,23.132,23.016,23.055,22.636,22.194,21.42,20.425,19.016,16.898,16.824,15.513,14.204,10.718,10.898,11.502,12.284,11.935,12.138,12.276,12.722,12.212,11.858,11.722,11.737,11.485,11.87,12.157,12.395,13.113,13.866,13.216,13.32,13.285,12.884,12.745,12.981,12.814,13.028,12.237,12.283,11.8,11.999,12.072,12.517,12.965,13.337,13.873,13.177,12.983,12.351,13.171,13.149,13.291,13.018
12.774,11.59,11.686,11.635,10.815,9.7092,8.8645,7.9515,6.8692,4.4695,0,5.198,6.2881,7.98,9.0024,9.3349,9.4328,10.29,10.783,11.052,10.757,11.737,12.219,12.976,12.451,11.068,10.815,11.107,11.272,11.381,10.639,10.793,10.788,10.987,10.797,11.224,10.994,11.015,11.454,11.468,11.25,10.608,10.764,10.699,10.584,10.598,10.482,11.1,11.037,10.954,11.556,11.138,12.207,11.914,12.734,12.926,12.837,13.62,14.572,14.583,16.028,15.605,15.87,14.061,13.269,13.158,13.138,12.149,11.827,12.225,12.667,13.277,11.714,12.104,11.723,12.914,16.389,18.24,19.033,19.781,21.296,22.416,23.032,23.092,23.093,22.546,22.151,21.213,20.325,19.114,16.936,16.661,15.311,14.086,11.086,11.313,11.597,12.521,12.307,12.718,12.629,12.878,12.289,12.317,12.652,12.681,12.314,12.529,12.636,12.87,13.595,13.956,13.145,12.984,12.613,12.258,12.203,12.806,13.047,13.275,12.999,13.233,13.425,13.405,13.381,13.433,13.548,13.628,13.912,13.178,12.763,12.272,12.936,12.982,12.669,12.438
12.848,11.255,12.082,11.819,11.081,10.629,11.084,11.137,10.467,9.9747,9.3349,7.0958,6.9849,4.873,3.5139,0,4.81,5.8945,6.9307,8.0533,8.1925,9.8356,10.803,11.64,11.483,10.495,10.24,10.676,10.919,10.68,9.8973,9.9427,9.7609,9.6317,10.13,10.643,10.505,10.92,11.516,11.683,11.621,11.574,11.116,10.949,10.953,10.634,10.431,10.814,10.91,10.803,10.7,9.9269,10.547,10.45,11.237,11.531,11.555,12.196,13.397,13.066,13.845,14.056,14.336,12.93,12.395,12.413,12.187,11.442,12.252,12.222,12.603,12.934,11.761,11.501,11.303,12.351,15.454,17.289,18.164,18.732,19.929,20.957,21.424,21.607,21.663,21.184,20.919,20.252,19.166,17.95,15.875,15.496,14.623,13.525,10.489,10.374,11.071,11.953,11.871,12.326,12.309,12.546,12.1,11.574,12.148,12.372,12.146,12.256,12.235,12.24,12.682,12.859,12.294,12.47,12.538,12.596,11.905,12.119,11.753,11.941,11.66,12.067,12.341,12.044,11.964,12.14,12.501,13.083,13.804,13.269,12.787,12.394,12.982,12.741,13.089,13.022
11.229,10.507,10.873,10.563,10.332,10.266,11.109,11.364,10.915,10.844,10.757,9.6889,9.8011,9.2718,9.0455,8.1925,6.5951,5.9489,4.9372,4.1358,0,4.4452,5.5311,6.548,7.1525,6.308,6.7955,7.8274,8.6441,9.132,8.5777,8.7167,8.4145,8.788,9.4359,10.094,10.285,10.064,10.654,11.097,10.941,11.015,10.878,10.832,10.554,10.187,10.086,10.316,10.761,10.378,10.31,9.6637,10.621,9.7747,9.6917,9.8001,10.011,10.75,11.687,11.598,12.241,12.192,12.388,11.047,10.589,10.928,10.705,10.212,10.754,10.638,10.936,11.029,10.216,10.227,10.269,11.499,13.812,15.565,16.456,17.127,18.056,19.225,19.786,19.753,19.873,19.308,18.953,18.233,17.313,16.18,14.449,14.123,13.864,12.774,10.257,10.611,11.055,11.874,11.301,11.397,11.247,11.41,10.932,10.632,10.832,10.859,10.705,11.116,10.887,10.848,11.314,11.638,11.371,11.525,11.691,11.964,11.534,11.548,11.56,11.452,10.836,11.152,11.565,11.345,10.924,10.782,11.047,11.765,12.086,11.487,11.204,11.052,12.046,11.853,12.196,12.49
11.992,10.891,11.315,11.197,10.886,10.697,11.137,11.058,10.652,10.731,11.068,10.567,10.637,10.545,10.946,10.495,8.9589,8.7037,8.3844,7.6068,6.308,6.8789,7.0389,6.3067,4.765,0,3.4336,5.5304,6.4442,7.3455,7.1907,7.5577,7.9918,8.705,9.1601,9.8895,10.023,9.926,10.482,10.586,10.633,10.448,10.261,10.412,10.14,10.166,9.8833,10.581,10.796,10.45,10.88,10.146,11.041,10.266,10.259,10.366,10.287,10.92,11.907,12.085,13.129,12.797,12.791,11.291,10.762,10.919,10.86,10.226,10.464,10.473,10.822,10.989,10.139,10.366,10.199,11.303,14.078,15.786,16.823,17.549,18.628,19.8,20.424,20.379,20.494,19.907,19.553,18.794,18.051,16.744,15.008,14.616,14.023,12.805,10.391,10.788,10.963,11.976,11.621,11.603,11.644,11.584,11.134,11.106,11.082,11.154,11.13,11.471,11.327,11.386,11.835,12.32,11.969,12.2,11.972,12.199,11.922,12.025,12.176,12.133,11.746,12.045,12.413,12.281,12.016,11.77,12.172,12.676,12.933,12.035,11.743,11.494,12.217,12.153,12.439,12.559
12.408,10.181,10.628,10.749,10.397,10.349,10.658,10.739,10.291,10.55,10.639,9.6691,9.773,10.036,10.307,9.8973,9.5077,9.5484,9.8235,9.4004,8.5777,9.2144,10.047,10.22,9.1588,7.1907,6.3975,5.7119,4.8968,3.7547,0,3.7666,5.4826,6.3022,7.0444,7.9076,8.2688,8.8197,9.5823,9.6983,9.99,9.7996,9.4708,9.4377,9.7983,9.5044,9.3031,9.9386,10.153,10.179,10.678,9.741,10.454,9.6552,10.302,10.382,10.415,11.096,12.312,12.16,13.385,13.498,13.499,12.005,11.73,11.743,11.66,11.018,11.284,11.258,11.355,11.804,10.518,10.404,10.019,11.232,14.732,16.398,17.528,18.383,19.741,20.845,21.495,21.453,21.543,21.008,20.641,19.785,18.793,17.528,15.502,15.106,14.224,13.109,10.404,10.461,10.986,11.961,11.465,11.557,11.512,11.514,10.821,10.451,10.67,10.732,10.713,10.94,11.019,11.388,11.802,12.333,11.767,11.923,11.842,11.997,11.452,11.802,11.585,11.545,11.162,11.726,11.998,11.734,12.178,12.279,12.501,12.842,13.257,12.449,12.057,11.616,12.348,12.284,12.576,12.447
13.313,10.996,11.238,11.433,11.192,11.108,11.54,11.429,11.22,11.479,11.224,10.335,10.453,10.733,11.163,10.643,10.161,10.056,10.205,10.28,10.094,10.993,11.625,12.194,11.355,9.8895,9.2416,9.1156,9.08,8.9268,7.9076,7.021,6.092,5.2353,3.8903,0,4.8273,5.8587,7.3101,7.94,8.4449,8.7248,9.0365,9.3952,9.7298,10.179,9.931,10.673,11.238,10.967,11.095,10.506,11.088,10.764,11.681,11.787,11.802,12.766,14.089,13.337,14.433,14.558,14.753,13.208,12.584,12.542,12.455,11.409,11.725,11.65,11.597,12.053,10.773,10.916,9.9766,11.111,15.332,17.107,18.206,18.944,20.651,21.786,22.431,22.495,22.677,22.211,21.788,20.984,20.199,19.053,16.837,16.637,15.357,14.103,10.667,10.797,11.305,12.164,11.79,12.436,12.419,12.514,11.889,11.485,11.876,11.875,11.768,11.939,11.851,12.417,13.062,13.543,13.068,13.176,13.221,13.076,12.77,13.27,13.135,13.034,12.324,12.672,12.671,12.386,12.803,13.105,13.468,13.658,13.797,13.111,12.857,12.326,13.309,13.523,13.811,13.384
13.342,10.886,11.494,11.671,11.113,11.103,11.41,11.524,11.582,11.571,11.25,10.799,10.949,11.459,12.153,11.621,11.031,11.142,11.456,11.149,10.941,11.58,11.973,12.539,11.837,10.633,10.247,10.548,10.634,10.963,9.99,9.7415,9.1597,9.0864,8.5766,8.4449,6.6017,5.8119,5.1565,3.991,0,4.8103,6.1852,7.0114,8.2241,8.6515,8.711,10.098,10.32,10.982,11.777,10.774,11.847,11.293,12.179,12.212,12.294,13.119,14.405,14.243,15.223,15.121,15.607,13.908,13.193,12.941,12.786,11.879,11.542,11.709,11.67,11.922,10.8,10.745,10.796,11.668,15.606,17.539,18.718,19.493,21.077,22.275,22.985,22.879,22.953,22.438,21.967,21.134,20.29,19.085,16.777,16.834,15.537,14.318,11.309,11.632,11.979,12.833,12.747,13.246,13.163,12.861,12.312,12.059,12.203,12.037,11.95,12.161,12.157,12.231,13.147,13.843,13.282,13.554,13.521,13.521,13.451,13.816,13.773,14.017,13.231,13.463,13.112,12.601,12.136,12.33,12.607,12.272,13.004,12.633,12.587,12.287,13.38,13.613,13.976,13.537
13.688,10.255,10.451,10.486,10.045,9.8779,10.644,11.153,10.759,10.462,10.598,9.7261,9.8824,10.538,10.885,10.634,10.293,10.197,10.739,10.789,10.187,10.985,11.757,12.374,11.288,10.166,9.6496,9.6091,9.5004,9.7744,9.5044,10.056,9.9791,10.109,10.203,10.179,9.563,9.4875,9.6095,9.3985,8.6515,7.5643,6.5191,5.5332,3.697,0,3.0132,4.5993,5.5013,7.1674,8.003,7.6543,8.9799,9.1682,10.992,11.063,11.477,12.671,14.09,13.846,15.261,15.459,15.691,13.86,13.452,13.177,13.209,12.125,12.197,12.36,12.246,12.66,11.419,11.415,10.773,11.942,16.2,17.94,19.005,19.918,21.611,22.924,23.542,23.565,23.661,23.104,22.751,21.999,20.916,19.51,17.24,16.953,15.215,13.859,10.44,10.22,10.724,11.891,11.372,11.834,11.815,11.966,11.516,11.145,11.409,11.786,11.665,11.965,12.037,12.436,13.201,13.74,13.109,13.275,13.021,12.57,12.251,12.592,12.619,12.931,12.393,12.676,12.34,11.993,12.039,12.579,12.951,12.957,13.539,12.775,12.576,12.18,13.235,13.621,13.843,13.332
